# t  x  y  vx  vy  r  v  Ekin  Epot  Etot (energiad per 1 kg)
# vfactor =   1.00 ; V1 (m/s) =   7.2086E+03
   3.000000E+01   6.248060E+06   2.162160E+05  -2.493080E+02   7.204327E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   3.100000E+01   6.247806E+06   2.234202E+05  -2.576148E+02   7.204034E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598225E+07
   3.200000E+01   6.247544E+06   2.306241E+05  -2.659212E+02   7.203732E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   3.300000E+01   6.247274E+06   2.378277E+05  -2.742273E+02   7.203421E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   3.400000E+01   6.246996E+06   2.450310E+05  -2.825330E+02   7.203100E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   3.500000E+01   6.246710E+06   2.522339E+05  -2.908384E+02   7.202770E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   3.600000E+01   6.246414E+06   2.594365E+05  -2.991433E+02   7.202429E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   3.700000E+01   6.246111E+06   2.666388E+05  -3.074479E+02   7.202080E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   3.800000E+01   6.245800E+06   2.738407E+05  -3.157521E+02   7.201720E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   3.900000E+01   6.245480E+06   2.810422E+05  -3.240558E+02   7.201352E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   4.000000E+01   6.245152E+06   2.882433E+05  -3.323591E+02   7.200973E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   4.100000E+01   6.244815E+06   2.954441E+05  -3.406620E+02   7.200585E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   4.200000E+01   6.244470E+06   3.026445E+05  -3.489644E+02   7.200188E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   4.300000E+01   6.244117E+06   3.098445E+05  -3.572663E+02   7.199780E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   4.400000E+01   6.243756E+06   3.170441E+05  -3.655678E+02   7.199364E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   4.500000E+01   6.243386E+06   3.242432E+05  -3.738688E+02   7.198938E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   4.600000E+01   6.243008E+06   3.314419E+05  -3.821693E+02   7.198501E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   4.700000E+01   6.242622E+06   3.386402E+05  -3.904693E+02   7.198056E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   4.800000E+01   6.242227E+06   3.458381E+05  -3.987687E+02   7.197601E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   4.900000E+01   6.241824E+06   3.530354E+05  -4.070677E+02   7.197137E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   5.000000E+01   6.241413E+06   3.602323E+05  -4.153661E+02   7.196663E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.100000E+01   6.240994E+06   3.674288E+05  -4.236639E+02   7.196179E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.200000E+01   6.240566E+06   3.746247E+05  -4.319612E+02   7.195686E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.300000E+01   6.240130E+06   3.818201E+05  -4.402578E+02   7.195183E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.400000E+01   6.239685E+06   3.890151E+05  -4.485540E+02   7.194670E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.500000E+01   6.239232E+06   3.962095E+05  -4.568495E+02   7.194148E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.600000E+01   6.238772E+06   4.034033E+05  -4.651444E+02   7.193617E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.700000E+01   6.238302E+06   4.105967E+05  -4.734387E+02   7.193076E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.800000E+01   6.237824E+06   4.177895E+05  -4.817324E+02   7.192525E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   5.900000E+01   6.237338E+06   4.249818E+05  -4.900254E+02   7.191965E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   6.000000E+01   6.236844E+06   4.321734E+05  -4.983177E+02   7.191395E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   6.100000E+01   6.236342E+06   4.393645E+05  -5.066095E+02   7.190815E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   6.200000E+01   6.235831E+06   4.465551E+05  -5.149005E+02   7.190227E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   6.300000E+01   6.235312E+06   4.537450E+05  -5.231909E+02   7.189628E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   6.400000E+01   6.234784E+06   4.609343E+05  -5.314805E+02   7.189020E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   6.500000E+01   6.234249E+06   4.681230E+05  -5.397695E+02   7.188402E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   6.600000E+01   6.233705E+06   4.753111E+05  -5.480577E+02   7.187775E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   6.700000E+01   6.233153E+06   4.824986E+05  -5.563452E+02   7.187139E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   6.800000E+01   6.232592E+06   4.896854E+05  -5.646319E+02   7.186492E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   6.900000E+01   6.232024E+06   4.968716E+05  -5.729179E+02   7.185836E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.000000E+01   6.231446E+06   5.040571E+05  -5.812032E+02   7.185171E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.100000E+01   6.230861E+06   5.112419E+05  -5.894877E+02   7.184496E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.200000E+01   6.230268E+06   5.184261E+05  -5.977714E+02   7.183812E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.300000E+01   6.229666E+06   5.256095E+05  -6.060543E+02   7.183118E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.400000E+01   6.229056E+06   5.327922E+05  -6.143364E+02   7.182414E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.500000E+01   6.228437E+06   5.399743E+05  -6.226176E+02   7.181701E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.600000E+01   6.227810E+06   5.471556E+05  -6.308981E+02   7.180978E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.700000E+01   6.227175E+06   5.543362E+05  -6.391777E+02   7.180246E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.800000E+01   6.226532E+06   5.615161E+05  -6.474564E+02   7.179504E+03   6.251799E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   7.900000E+01   6.225880E+06   5.686952E+05  -6.557343E+02   7.178752E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.000000E+01   6.225220E+06   5.758736E+05  -6.640114E+02   7.177992E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.100000E+01   6.224552E+06   5.830512E+05  -6.722875E+02   7.177221E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.200000E+01   6.223876E+06   5.902281E+05  -6.805627E+02   7.176441E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.300000E+01   6.223191E+06   5.974041E+05  -6.888371E+02   7.175652E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.400000E+01   6.222498E+06   6.045794E+05  -6.971105E+02   7.174853E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.500000E+01   6.221797E+06   6.117538E+05  -7.053831E+02   7.174044E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.600000E+01   6.221088E+06   6.189274E+05  -7.136546E+02   7.173227E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.700000E+01   6.220370E+06   6.261002E+05  -7.219252E+02   7.172399E+03   6.251800E+06   7.208640E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.800000E+01   6.219644E+06   6.332722E+05  -7.301949E+02   7.171562E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   8.900000E+01   6.218909E+06   6.404434E+05  -7.384636E+02   7.170715E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.000000E+01   6.218166E+06   6.476137E+05  -7.467313E+02   7.169858E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.100000E+01   6.217416E+06   6.547831E+05  -7.549980E+02   7.168993E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.200000E+01   6.216656E+06   6.619517E+05  -7.632637E+02   7.168117E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.300000E+01   6.215889E+06   6.691194E+05  -7.715284E+02   7.167232E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.400000E+01   6.215114E+06   6.762862E+05  -7.797921E+02   7.166338E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.500000E+01   6.214330E+06   6.834521E+05  -7.880547E+02   7.165434E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.600000E+01   6.213538E+06   6.906171E+05  -7.963163E+02   7.164521E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.700000E+01   6.212737E+06   6.977811E+05  -8.045768E+02   7.163598E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.800000E+01   6.211928E+06   7.049442E+05  -8.128362E+02   7.162665E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196449E+07  -2.598225E+07
   9.900000E+01   6.211112E+06   7.121064E+05  -8.210946E+02   7.161723E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.000000E+02   6.210286E+06   7.192677E+05  -8.293519E+02   7.160771E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598225E+07
   1.010000E+02   6.209453E+06   7.264280E+05  -8.376080E+02   7.159811E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.020000E+02   6.208612E+06   7.335873E+05  -8.458631E+02   7.158840E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.030000E+02   6.207762E+06   7.407457E+05  -8.541171E+02   7.157860E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.040000E+02   6.206904E+06   7.479031E+05  -8.623699E+02   7.156870E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.050000E+02   6.206037E+06   7.550594E+05  -8.706215E+02   7.155871E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.060000E+02   6.205162E+06   7.622148E+05  -8.788720E+02   7.154862E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.070000E+02   6.204280E+06   7.693692E+05  -8.871213E+02   7.153844E+03   6.251800E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.080000E+02   6.203388E+06   7.765225E+05  -8.953695E+02   7.152816E+03   6.251801E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.090000E+02   6.202489E+06   7.836748E+05  -9.036165E+02   7.151779E+03   6.251801E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.100000E+02   6.201582E+06   7.908261E+05  -9.118622E+02   7.150732E+03   6.251801E+06   7.208639E+03   2.598224E+07  -5.196448E+07  -2.598224E+07
   1.110000E+02   6.200666E+06   7.979762E+05  -9.201068E+02   7.149676E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.120000E+02   6.199742E+06   8.051254E+05  -9.283501E+02   7.148610E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.130000E+02   6.198809E+06   8.122734E+05  -9.365922E+02   7.147535E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.140000E+02   6.197868E+06   8.194204E+05  -9.448330E+02   7.146451E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.150000E+02   6.196920E+06   8.265663E+05  -9.530726E+02   7.145356E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.160000E+02   6.195962E+06   8.337111E+05  -9.613109E+02   7.144253E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.170000E+02   6.194997E+06   8.408548E+05  -9.695480E+02   7.143140E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.180000E+02   6.194024E+06   8.479974E+05  -9.777838E+02   7.142017E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.190000E+02   6.193042E+06   8.551388E+05  -9.860182E+02   7.140885E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.200000E+02   6.192052E+06   8.622791E+05  -9.942513E+02   7.139743E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.210000E+02   6.192052E+06   8.622791E+05  -9.942513E+02   7.139743E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.220000E+02   6.191053E+06   8.694183E+05  -1.002483E+03   7.138592E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.230000E+02   6.190046E+06   8.765563E+05  -1.010714E+03   7.137431E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.240000E+02   6.189032E+06   8.836932E+05  -1.018943E+03   7.136261E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.250000E+02   6.188008E+06   8.908289E+05  -1.027171E+03   7.135082E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.260000E+02   6.186977E+06   8.979634E+05  -1.035397E+03   7.133893E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.270000E+02   6.185938E+06   9.050967E+05  -1.043622E+03   7.132694E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.280000E+02   6.184890E+06   9.122288E+05  -1.051846E+03   7.131486E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.290000E+02   6.183834E+06   9.193596E+05  -1.060068E+03   7.130268E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.300000E+02   6.182770E+06   9.264892E+05  -1.068289E+03   7.129041E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.310000E+02   6.181698E+06   9.336177E+05  -1.076508E+03   7.127805E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.320000E+02   6.180617E+06   9.407449E+05  -1.084726E+03   7.126559E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.330000E+02   6.179528E+06   9.478708E+05  -1.092943E+03   7.125303E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.340000E+02   6.178431E+06   9.549955E+05  -1.101158E+03   7.124038E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.350000E+02   6.177326E+06   9.621189E+05  -1.109372E+03   7.122764E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.360000E+02   6.176212E+06   9.692410E+05  -1.117584E+03   7.121480E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.370000E+02   6.175090E+06   9.763618E+05  -1.125794E+03   7.120187E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.380000E+02   6.173960E+06   9.834814E+05  -1.134004E+03   7.118884E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.390000E+02   6.172822E+06   9.905996E+05  -1.142211E+03   7.117571E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.400000E+02   6.171676E+06   9.977166E+05  -1.150417E+03   7.116250E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.410000E+02   6.170522E+06   1.004832E+06  -1.158622E+03   7.114918E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.420000E+02   6.169359E+06   1.011946E+06  -1.166825E+03   7.113578E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.430000E+02   6.168188E+06   1.019059E+06  -1.175027E+03   7.112228E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.440000E+02   6.167009E+06   1.026171E+06  -1.183227E+03   7.110868E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.450000E+02   6.165822E+06   1.033281E+06  -1.191425E+03   7.109499E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.460000E+02   6.164626E+06   1.040390E+06  -1.199622E+03   7.108121E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.470000E+02   6.163422E+06   1.047497E+06  -1.207817E+03   7.106732E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.480000E+02   6.162210E+06   1.054603E+06  -1.216011E+03   7.105335E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.490000E+02   6.160990E+06   1.061708E+06  -1.224203E+03   7.103928E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598223E+07
   1.500000E+02   6.159762E+06   1.068811E+06  -1.232393E+03   7.102512E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.510000E+02   6.158526E+06   1.075913E+06  -1.240582E+03   7.101086E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.520000E+02   6.157281E+06   1.083013E+06  -1.248769E+03   7.099651E+03   6.251802E+06   7.208639E+03   2.598224E+07  -5.196447E+07  -2.598224E+07
   1.530000E+02   6.156028E+06   1.090112E+06  -1.256954E+03   7.098206E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.540000E+02   6.154767E+06   1.097210E+06  -1.265138E+03   7.096752E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.550000E+02   6.153498E+06   1.104306E+06  -1.273320E+03   7.095289E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.560000E+02   6.152220E+06   1.111400E+06  -1.281500E+03   7.093815E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.570000E+02   6.150935E+06   1.118493E+06  -1.289679E+03   7.092333E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.580000E+02   6.149641E+06   1.125585E+06  -1.297856E+03   7.090841E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.590000E+02   6.148339E+06   1.132675E+06  -1.306031E+03   7.089340E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.600000E+02   6.147029E+06   1.139764E+06  -1.314205E+03   7.087830E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.610000E+02   6.145710E+06   1.146851E+06  -1.322376E+03   7.086310E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.620000E+02   6.144384E+06   1.153936E+06  -1.330547E+03   7.084780E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.630000E+02   6.143050E+06   1.161020E+06  -1.338715E+03   7.083241E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
   1.640000E+02   6.141706E+06   1.168103E+06  -1.346881E+03   7.081693E+03   6.251802E+06   7.208638E+03   2.598223E+07  -5.196447E+07  -2.598224E+07
