# t  x  y  vx  vy  r  v  Ekin  Epot  Etot (energiad per 1 kg)
# vfactor =   1.20 ; V1 (m/s) =   7.2086E+03
   1.000000E+00   6.251796E+06   8.650367E+03  -8.311920E+00   8.650362E+03   6.251802E+06   8.650366E+03   3.741442E+07  -5.196447E+07  -1.455005E+07
   2.000000E+00   6.251784E+06   1.730072E+04  -1.662381E+01   8.650345E+03   6.251808E+06   8.650361E+03   3.741438E+07  -5.196442E+07  -1.455004E+07
   3.000000E+00   6.251762E+06   2.595105E+04  -2.493566E+01   8.650316E+03   6.251816E+06   8.650353E+03   3.741430E+07  -5.196435E+07  -1.455005E+07
   4.000000E+00   6.251734E+06   3.460135E+04  -3.324742E+01   8.650276E+03   6.251829E+06   8.650340E+03   3.741419E+07  -5.196424E+07  -1.455006E+07
   5.000000E+00   6.251696E+06   4.325160E+04  -4.155908E+01   8.650225E+03   6.251846E+06   8.650324E+03   3.741406E+07  -5.196410E+07  -1.455005E+07
   6.000000E+00   6.251650E+06   5.190180E+04  -4.987062E+01   8.650161E+03   6.251866E+06   8.650305E+03   3.741388E+07  -5.196394E+07  -1.455005E+07
   7.000000E+00   6.251596E+06   6.055192E+04  -5.818200E+01   8.650086E+03   6.251890E+06   8.650281E+03   3.741368E+07  -5.196374E+07  -1.455006E+07
   8.000000E+00   6.251534E+06   6.920197E+04  -6.649320E+01   8.650000E+03   6.251917E+06   8.650256E+03   3.741346E+07  -5.196351E+07  -1.455005E+07
   9.000000E+00   6.251464E+06   7.785192E+04  -7.480420E+01   8.649902E+03   6.251948E+06   8.650226E+03   3.741320E+07  -5.196325E+07  -1.455005E+07
   1.000000E+01   6.251384E+06   8.650177E+04  -8.311496E+01   8.649793E+03   6.251983E+06   8.650192E+03   3.741292E+07  -5.196296E+07  -1.455005E+07
   1.100000E+01   6.251297E+06   9.515151E+04  -9.142547E+01   8.649672E+03   6.252022E+06   8.650155E+03   3.741259E+07  -5.196264E+07  -1.455005E+07
   1.200000E+01   6.251202E+06   1.038011E+05  -9.973569E+01   8.649540E+03   6.252064E+06   8.650115E+03   3.741225E+07  -5.196229E+07  -1.455004E+07
   1.300000E+01   6.251098E+06   1.124506E+05  -1.080456E+02   8.649396E+03   6.252109E+06   8.650071E+03   3.741187E+07  -5.196192E+07  -1.455005E+07
   1.400000E+01   6.250986E+06   1.210999E+05  -1.163552E+02   8.649241E+03   6.252158E+06   8.650023E+03   3.741145E+07  -5.196150E+07  -1.455005E+07
   1.500000E+01   6.250865E+06   1.297491E+05  -1.246644E+02   8.649074E+03   6.252212E+06   8.649973E+03   3.741101E+07  -5.196106E+07  -1.455005E+07
   1.600000E+01   6.250736E+06   1.383980E+05  -1.329733E+02   8.648896E+03   6.252268E+06   8.649918E+03   3.741054E+07  -5.196060E+07  -1.455006E+07
   1.700000E+01   6.250599E+06   1.470468E+05  -1.412817E+02   8.648707E+03   6.252328E+06   8.649861E+03   3.741005E+07  -5.196009E+07  -1.455004E+07
   1.800000E+01   6.250454E+06   1.556955E+05  -1.495897E+02   8.648506E+03   6.252392E+06   8.649800E+03   3.740952E+07  -5.195956E+07  -1.455004E+07
   1.900000E+01   6.250300E+06   1.643439E+05  -1.578972E+02   8.648293E+03   6.252460E+06   8.649733E+03   3.740894E+07  -5.195900E+07  -1.455006E+07
   2.000000E+01   6.250138E+06   1.729920E+05  -1.662043E+02   8.648068E+03   6.252532E+06   8.649665E+03   3.740835E+07  -5.195840E+07  -1.455005E+07
   2.100000E+01   6.249968E+06   1.816400E+05  -1.745108E+02   8.647833E+03   6.252606E+06   8.649594E+03   3.740774E+07  -5.195778E+07  -1.455004E+07
   2.200000E+01   6.249789E+06   1.902877E+05  -1.828168E+02   8.647586E+03   6.252685E+06   8.649519E+03   3.740708E+07  -5.195713E+07  -1.455004E+07
   2.300000E+01   6.249602E+06   1.989352E+05  -1.911223E+02   8.647327E+03   6.252768E+06   8.649438E+03   3.740639E+07  -5.195644E+07  -1.455005E+07
   2.400000E+01   6.249406E+06   2.075823E+05  -1.994271E+02   8.647057E+03   6.252853E+06   8.649356E+03   3.740568E+07  -5.195573E+07  -1.455005E+07
   2.500000E+01   6.249203E+06   2.162293E+05  -2.077313E+02   8.646775E+03   6.252943E+06   8.649271E+03   3.740494E+07  -5.195498E+07  -1.455004E+07
   2.600000E+01   6.248991E+06   2.248759E+05  -2.160349E+02   8.646482E+03   6.253036E+06   8.649181E+03   3.740416E+07  -5.195421E+07  -1.455005E+07
   2.700000E+01   6.248771E+06   2.335222E+05  -2.243379E+02   8.646178E+03   6.253133E+06   8.649088E+03   3.740336E+07  -5.195341E+07  -1.455005E+07
   2.800000E+01   6.248542E+06   2.421682E+05  -2.326401E+02   8.645861E+03   6.253234E+06   8.648990E+03   3.740252E+07  -5.195257E+07  -1.455006E+07
   2.900000E+01   6.248306E+06   2.508139E+05  -2.409416E+02   8.645534E+03   6.253337E+06   8.648892E+03   3.740166E+07  -5.195171E+07  -1.455005E+07
   3.000000E+01   6.248060E+06   2.594593E+05  -2.492424E+02   8.645195E+03   6.253445E+06   8.648787E+03   3.740076E+07  -5.195082E+07  -1.455006E+07
   3.100000E+01   6.247807E+06   2.681043E+05  -2.575424E+02   8.644845E+03   6.253557E+06   8.648681E+03   3.739984E+07  -5.194988E+07  -1.455004E+07
   3.200000E+01   6.247546E+06   2.767490E+05  -2.658416E+02   8.644482E+03   6.253672E+06   8.648569E+03   3.739888E+07  -5.194893E+07  -1.455005E+07
   3.300000E+01   6.247276E+06   2.853932E+05  -2.741400E+02   8.644109E+03   6.253791E+06   8.648455E+03   3.739789E+07  -5.194794E+07  -1.455005E+07
   3.400000E+01   6.246997E+06   2.940372E+05  -2.824376E+02   8.643725E+03   6.253913E+06   8.648338E+03   3.739688E+07  -5.194693E+07  -1.455005E+07
   3.500000E+01   6.246710E+06   3.026807E+05  -2.907343E+02   8.643328E+03   6.254040E+06   8.648217E+03   3.739583E+07  -5.194588E+07  -1.455005E+07
   3.600000E+01   6.246416E+06   3.113238E+05  -2.990300E+02   8.642920E+03   6.254169E+06   8.648091E+03   3.739474E+07  -5.194480E+07  -1.455006E+07
   3.700000E+01   6.246112E+06   3.199665E+05  -3.073249E+02   8.642501E+03   6.254302E+06   8.647964E+03   3.739364E+07  -5.194369E+07  -1.455005E+07
   3.800000E+01   6.245801E+06   3.286088E+05  -3.156188E+02   8.642070E+03   6.254440E+06   8.647832E+03   3.739250E+07  -5.194255E+07  -1.455005E+07
   3.900000E+01   6.245481E+06   3.372507E+05  -3.239117E+02   8.641628E+03   6.254580E+06   8.647696E+03   3.739132E+07  -5.194139E+07  -1.455006E+07
   4.000000E+01   6.245153E+06   3.458921E+05  -3.322037E+02   8.641175E+03   6.254724E+06   8.647559E+03   3.739014E+07  -5.194019E+07  -1.455005E+07
   4.100000E+01   6.244816E+06   3.545330E+05  -3.404946E+02   8.640710E+03   6.254872E+06   8.647416E+03   3.738890E+07  -5.193896E+07  -1.455006E+07
   4.200000E+01   6.244472E+06   3.631735E+05  -3.487845E+02   8.640233E+03   6.255024E+06   8.647271E+03   3.738764E+07  -5.193770E+07  -1.455006E+07
   4.300000E+01   6.244119E+06   3.718135E+05  -3.570733E+02   8.639745E+03   6.255179E+06   8.647121E+03   3.738635E+07  -5.193641E+07  -1.455006E+07
   4.400000E+01   6.243758E+06   3.804530E+05  -3.653611E+02   8.639246E+03   6.255338E+06   8.646969E+03   3.738504E+07  -5.193509E+07  -1.455005E+07
   4.500000E+01   6.243388E+06   3.890920E+05  -3.736476E+02   8.638735E+03   6.255501E+06   8.646812E+03   3.738368E+07  -5.193374E+07  -1.455006E+07
   4.600000E+01   6.243010E+06   3.977304E+05  -3.819331E+02   8.638213E+03   6.255667E+06   8.646652E+03   3.738230E+07  -5.193236E+07  -1.455006E+07
   4.700000E+01   6.242624E+06   4.063684E+05  -3.902173E+02   8.637680E+03   6.255837E+06   8.646489E+03   3.738089E+07  -5.193095E+07  -1.455006E+07
   4.800000E+01   6.242230E+06   4.150058E+05  -3.985004E+02   8.637135E+03   6.256010E+06   8.646322E+03   3.737944E+07  -5.192951E+07  -1.455007E+07
   4.900000E+01   6.241828E+06   4.236426E+05  -4.067822E+02   8.636578E+03   6.256188E+06   8.646152E+03   3.737798E+07  -5.192804E+07  -1.455006E+07
   5.000000E+01   6.241416E+06   4.322789E+05  -4.150628E+02   8.636011E+03   6.256368E+06   8.645979E+03   3.737648E+07  -5.192654E+07  -1.455006E+07
   5.100000E+01   6.240998E+06   4.409146E+05  -4.233421E+02   8.635432E+03   6.256553E+06   8.645802E+03   3.737494E+07  -5.192501E+07  -1.455006E+07
   5.200000E+01   6.240570E+06   4.495498E+05  -4.316201E+02   8.634841E+03   6.256741E+06   8.645621E+03   3.737338E+07  -5.192345E+07  -1.455006E+07
   5.300000E+01   6.240134E+06   4.581843E+05  -4.398968E+02   8.634239E+03   6.256932E+06   8.645438E+03   3.737180E+07  -5.192186E+07  -1.455006E+07
   5.400000E+01   6.239690E+06   4.668182E+05  -4.481721E+02   8.633626E+03   6.257128E+06   8.645250E+03   3.737017E+07  -5.192024E+07  -1.455006E+07
   5.500000E+01   6.239238E+06   4.754515E+05  -4.564461E+02   8.633001E+03   6.257327E+06   8.645060E+03   3.736853E+07  -5.191858E+07  -1.455006E+07
   5.600000E+01   6.238777E+06   4.840842E+05  -4.647187E+02   8.632365E+03   6.257530E+06   8.644865E+03   3.736685E+07  -5.191690E+07  -1.455006E+07
   5.700000E+01   6.238308E+06   4.927162E+05  -4.729898E+02   8.631718E+03   6.257736E+06   8.644667E+03   3.736513E+07  -5.191520E+07  -1.455006E+07
   5.800000E+01   6.237831E+06   5.013476E+05  -4.812595E+02   8.631059E+03   6.257946E+06   8.644466E+03   3.736340E+07  -5.191345E+07  -1.455005E+07
   5.900000E+01   6.237346E+06   5.099783E+05  -4.895276E+02   8.630389E+03   6.258159E+06   8.644261E+03   3.736162E+07  -5.191168E+07  -1.455006E+07
   6.000000E+01   6.236852E+06   5.186084E+05  -4.977943E+02   8.629707E+03   6.258376E+06   8.644053E+03   3.735982E+07  -5.190988E+07  -1.455006E+07
   6.100000E+01   6.236350E+06   5.272378E+05  -5.060595E+02   8.629014E+03   6.258598E+06   8.643841E+03   3.735799E+07  -5.190804E+07  -1.455005E+07
   6.200000E+01   6.235840E+06   5.358664E+05  -5.143231E+02   8.628310E+03   6.258822E+06   8.643625E+03   3.735613E+07  -5.190618E+07  -1.455006E+07
   6.300000E+01   6.235322E+06   5.444944E+05  -5.225851E+02   8.627594E+03   6.259050E+06   8.643406E+03   3.735424E+07  -5.190429E+07  -1.455006E+07
   6.400000E+01   6.234795E+06   5.531216E+05  -5.308456E+02   8.626866E+03   6.259282E+06   8.643184E+03   3.735231E+07  -5.190237E+07  -1.455006E+07
   6.500000E+01   6.234260E+06   5.617481E+05  -5.391044E+02   8.626128E+03   6.259518E+06   8.642957E+03   3.735035E+07  -5.190042E+07  -1.455006E+07
   6.600000E+01   6.233717E+06   5.703739E+05  -5.473615E+02   8.625378E+03   6.259757E+06   8.642729E+03   3.734838E+07  -5.189843E+07  -1.455005E+07
   6.700000E+01   6.233166E+06   5.789989E+05  -5.556170E+02   8.624617E+03   6.260000E+06   8.642496E+03   3.734637E+07  -5.189642E+07  -1.455005E+07
   6.800000E+01   6.232606E+06   5.876231E+05  -5.638708E+02   8.623845E+03   6.260246E+06   8.642260E+03   3.734433E+07  -5.189438E+07  -1.455005E+07
   6.900000E+01   6.232038E+06   5.962466E+05  -5.721228E+02   8.623061E+03   6.260496E+06   8.642020E+03   3.734225E+07  -5.189230E+07  -1.455005E+07
   7.000000E+01   6.231462E+06   6.048692E+05  -5.803731E+02   8.622266E+03   6.260750E+06   8.641776E+03   3.734015E+07  -5.189020E+07  -1.455006E+07
   7.100000E+01   6.230878E+06   6.134911E+05  -5.886216E+02   8.621459E+03   6.261006E+06   8.641529E+03   3.733802E+07  -5.188807E+07  -1.455006E+07
   7.200000E+01   6.230285E+06   6.221122E+05  -5.968683E+02   8.620642E+03   6.261268E+06   8.641279E+03   3.733585E+07  -5.188590E+07  -1.455005E+07
   7.300000E+01   6.229684E+06   6.307324E+05  -6.051132E+02   8.619812E+03   6.261532E+06   8.641025E+03   3.733366E+07  -5.188372E+07  -1.455006E+07
   7.400000E+01   6.229075E+06   6.393518E+05  -6.133563E+02   8.618973E+03   6.261801E+06   8.640770E+03   3.733145E+07  -5.188149E+07  -1.455004E+07
   7.500000E+01   6.228458E+06   6.479704E+05  -6.215974E+02   8.618121E+03   6.262072E+06   8.640509E+03   3.732920E+07  -5.187924E+07  -1.455004E+07
   7.600000E+01   6.227832E+06   6.565881E+05  -6.298367E+02   8.617258E+03   6.262348E+06   8.640245E+03   3.732692E+07  -5.187696E+07  -1.455004E+07
   7.700000E+01   6.227198E+06   6.652049E+05  -6.380740E+02   8.616384E+03   6.262626E+06   8.639978E+03   3.732460E+07  -5.187465E+07  -1.455005E+07
   7.800000E+01   6.226556E+06   6.738208E+05  -6.463093E+02   8.615498E+03   6.262909E+06   8.639706E+03   3.732226E+07  -5.187231E+07  -1.455005E+07
   7.900000E+01   6.225906E+06   6.824359E+05  -6.545427E+02   8.614602E+03   6.263196E+06   8.639432E+03   3.731989E+07  -5.186994E+07  -1.455005E+07
   8.000000E+01   6.225247E+06   6.910500E+05  -6.627741E+02   8.613693E+03   6.263486E+06   8.639154E+03   3.731749E+07  -5.186754E+07  -1.455004E+07
   8.100000E+01   6.224580E+06   6.996632E+05  -6.710035E+02   8.612774E+03   6.263779E+06   8.638873E+03   3.731506E+07  -5.186510E+07  -1.455004E+07
   8.200000E+01   6.223905E+06   7.082756E+05  -6.792308E+02   8.611844E+03   6.264076E+06   8.638588E+03   3.731260E+07  -5.186265E+07  -1.455005E+07
   8.300000E+01   6.223222E+06   7.168869E+05  -6.874560E+02   8.610902E+03   6.264376E+06   8.638301E+03   3.731012E+07  -5.186016E+07  -1.455004E+07
   8.400000E+01   6.222530E+06   7.254974E+05  -6.956791E+02   8.609949E+03   6.264681E+06   8.638009E+03   3.730760E+07  -5.185764E+07  -1.455004E+07
   8.500000E+01   6.221830E+06   7.341068E+05  -7.039001E+02   8.608985E+03   6.264988E+06   8.637714E+03   3.730505E+07  -5.185509E+07  -1.455004E+07
   8.600000E+01   6.221122E+06   7.427153E+05  -7.121190E+02   8.608010E+03   6.265300E+06   8.637415E+03   3.730247E+07  -5.185252E+07  -1.455005E+07
   8.700000E+01   6.220406E+06   7.513228E+05  -7.203357E+02   8.607023E+03   6.265616E+06   8.637114E+03   3.729987E+07  -5.184990E+07  -1.455003E+07
   8.800000E+01   6.219682E+06   7.599293E+05  -7.285502E+02   8.606025E+03   6.265934E+06   8.636809E+03   3.729723E+07  -5.184727E+07  -1.455004E+07
   8.900000E+01   6.218949E+06   7.685348E+05  -7.367625E+02   8.605017E+03   6.266256E+06   8.636500E+03   3.729457E+07  -5.184460E+07  -1.455003E+07
   9.000000E+01   6.218208E+06   7.771393E+05  -7.449725E+02   8.603996E+03   6.266582E+06   8.636188E+03   3.729187E+07  -5.184190E+07  -1.455004E+07
   9.100000E+01   6.217459E+06   7.857428E+05  -7.531802E+02   8.602965E+03   6.266912E+06   8.635872E+03   3.728914E+07  -5.183918E+07  -1.455003E+07
   9.200000E+01   6.216702E+06   7.943452E+05  -7.613857E+02   8.601922E+03   6.267245E+06   8.635553E+03   3.728638E+07  -5.183642E+07  -1.455004E+07
   9.300000E+01   6.215936E+06   8.029466E+05  -7.695888E+02   8.600868E+03   6.267582E+06   8.635230E+03   3.728360E+07  -5.183364E+07  -1.455003E+07
   9.400000E+01   6.215162E+06   8.115469E+05  -7.777896E+02   8.599803E+03   6.267922E+06   8.634904E+03   3.728079E+07  -5.183082E+07  -1.455003E+07
   9.500000E+01   6.214380E+06   8.201462E+05  -7.859880E+02   8.598727E+03   6.268266E+06   8.634574E+03   3.727794E+07  -5.182798E+07  -1.455004E+07
   9.600000E+01   6.213590E+06   8.287444E+05  -7.941841E+02   8.597639E+03   6.268614E+06   8.634241E+03   3.727506E+07  -5.182510E+07  -1.455004E+07
   9.700000E+01   6.212792E+06   8.373414E+05  -8.023777E+02   8.596540E+03   6.268965E+06   8.633905E+03   3.727216E+07  -5.182220E+07  -1.455004E+07
   9.800000E+01   6.211986E+06   8.459374E+05  -8.105688E+02   8.595431E+03   6.269320E+06   8.633565E+03   3.726923E+07  -5.181927E+07  -1.455004E+07
   9.900000E+01   6.211171E+06   8.545323E+05  -8.187576E+02   8.594310E+03   6.269678E+06   8.633222E+03   3.726626E+07  -5.181630E+07  -1.455004E+07
   1.000000E+02   6.210348E+06   8.631261E+05  -8.269438E+02   8.593178E+03   6.270040E+06   8.632876E+03   3.726327E+07  -5.181331E+07  -1.455004E+07
   1.010000E+02   6.209517E+06   8.717187E+05  -8.351275E+02   8.592034E+03   6.270406E+06   8.632525E+03   3.726025E+07  -5.181029E+07  -1.455004E+07
   1.020000E+02   6.208678E+06   8.803101E+05  -8.433087E+02   8.590880E+03   6.270776E+06   8.632172E+03   3.725720E+07  -5.180724E+07  -1.455004E+07
   1.030000E+02   6.207830E+06   8.889004E+05  -8.514872E+02   8.589715E+03   6.271148E+06   8.631815E+03   3.725412E+07  -5.180416E+07  -1.455004E+07
   1.040000E+02   6.206975E+06   8.974896E+05  -8.596633E+02   8.588538E+03   6.271525E+06   8.631454E+03   3.725100E+07  -5.180105E+07  -1.455005E+07
   1.050000E+02   6.206111E+06   9.060775E+05  -8.678367E+02   8.587351E+03   6.271905E+06   8.631091E+03   3.724786E+07  -5.179791E+07  -1.455004E+07
   1.060000E+02   6.205239E+06   9.146642E+05  -8.760074E+02   8.586152E+03   6.272288E+06   8.630725E+03   3.724470E+07  -5.179474E+07  -1.455004E+07
   1.070000E+02   6.204359E+06   9.232498E+05  -8.841755E+02   8.584942E+03   6.272676E+06   8.630354E+03   3.724150E+07  -5.179154E+07  -1.455004E+07
   1.080000E+02   6.203470E+06   9.318341E+05  -8.923409E+02   8.583722E+03   6.273066E+06   8.629979E+03   3.723827E+07  -5.178832E+07  -1.455005E+07
   1.090000E+02   6.202574E+06   9.404172E+05  -9.005037E+02   8.582490E+03   6.273461E+06   8.629603E+03   3.723502E+07  -5.178506E+07  -1.455004E+07
   1.100000E+02   6.201670E+06   9.489991E+05  -9.086636E+02   8.581247E+03   6.273859E+06   8.629222E+03   3.723173E+07  -5.178178E+07  -1.455004E+07
   1.110000E+02   6.200757E+06   9.575798E+05  -9.168209E+02   8.579993E+03   6.274260E+06   8.628838E+03   3.722842E+07  -5.177846E+07  -1.455004E+07
   1.120000E+02   6.199836E+06   9.661591E+05  -9.249753E+02   8.578729E+03   6.274666E+06   8.628450E+03   3.722508E+07  -5.177512E+07  -1.455004E+07
   1.130000E+02   6.198907E+06   9.747372E+05  -9.331270E+02   8.577452E+03   6.275074E+06   8.628060E+03   3.722170E+07  -5.177174E+07  -1.455004E+07
   1.140000E+02   6.197970E+06   9.833140E+05  -9.412758E+02   8.576165E+03   6.275487E+06   8.627665E+03   3.721830E+07  -5.176834E+07  -1.455004E+07
   1.150000E+02   6.197024E+06   9.918895E+05  -9.494218E+02   8.574867E+03   6.275903E+06   8.627268E+03   3.721487E+07  -5.176491E+07  -1.455004E+07
   1.160000E+02   6.196071E+06   1.000464E+06  -9.575648E+02   8.573558E+03   6.276322E+06   8.626866E+03   3.721141E+07  -5.176145E+07  -1.455004E+07
   1.170000E+02   6.195110E+06   1.009037E+06  -9.657050E+02   8.572237E+03   6.276746E+06   8.626462E+03   3.720792E+07  -5.175796E+07  -1.455004E+07
   1.180000E+02   6.194140E+06   1.017608E+06  -9.738423E+02   8.570906E+03   6.277172E+06   8.626054E+03   3.720440E+07  -5.175445E+07  -1.455005E+07
   1.190000E+02   6.193162E+06   1.026178E+06  -9.819766E+02   8.569564E+03   6.277602E+06   8.625643E+03   3.720086E+07  -5.175090E+07  -1.455004E+07
   1.200000E+02   6.192176E+06   1.034747E+06  -9.901080E+02   8.568211E+03   6.278036E+06   8.625228E+03   3.719728E+07  -5.174732E+07  -1.455004E+07
   1.210000E+02   6.191182E+06   1.043315E+06  -9.982363E+02   8.566847E+03   6.278474E+06   8.624810E+03   3.719367E+07  -5.174371E+07  -1.455004E+07
   1.220000E+02   6.190179E+06   1.051881E+06  -1.006362E+03   8.565472E+03   6.278914E+06   8.624388E+03   3.719003E+07  -5.174008E+07  -1.455005E+07
   1.230000E+02   6.189168E+06   1.060446E+06  -1.014484E+03   8.564086E+03   6.279359E+06   8.623963E+03   3.718637E+07  -5.173642E+07  -1.455005E+07
   1.240000E+02   6.189168E+06   1.060446E+06  -1.014484E+03   8.564086E+03   6.279359E+06   8.623963E+03   3.718637E+07  -5.173642E+07  -1.455005E+07
   1.250000E+02   6.188150E+06   1.069009E+06  -1.022603E+03   8.562689E+03   6.279807E+06   8.623536E+03   3.718269E+07  -5.173273E+07  -1.455004E+07
   1.260000E+02   6.187124E+06   1.077571E+06  -1.030719E+03   8.561281E+03   6.280260E+06   8.623104E+03   3.717896E+07  -5.172900E+07  -1.455005E+07
   1.270000E+02   6.186088E+06   1.086132E+06  -1.038833E+03   8.559862E+03   6.280714E+06   8.622669E+03   3.717521E+07  -5.172526E+07  -1.455005E+07
   1.280000E+02   6.185046E+06   1.094691E+06  -1.046942E+03   8.558433E+03   6.281173E+06   8.622230E+03   3.717143E+07  -5.172148E+07  -1.455005E+07
   1.290000E+02   6.183994E+06   1.103248E+06  -1.055049E+03   8.556992E+03   6.281636E+06   8.621789E+03   3.716762E+07  -5.171767E+07  -1.455005E+07
   1.300000E+02   6.182936E+06   1.111805E+06  -1.063153E+03   8.555541E+03   6.282102E+06   8.621344E+03   3.716378E+07  -5.171384E+07  -1.455005E+07
   1.310000E+02   6.181868E+06   1.120360E+06  -1.071253E+03   8.554079E+03   6.282572E+06   8.620896E+03   3.715993E+07  -5.170997E+07  -1.455004E+07
   1.320000E+02   6.180793E+06   1.128913E+06  -1.079350E+03   8.552605E+03   6.283044E+06   8.620444E+03   3.715603E+07  -5.170607E+07  -1.455004E+07
   1.330000E+02   6.179710E+06   1.137465E+06  -1.087444E+03   8.551121E+03   6.283521E+06   8.619989E+03   3.715211E+07  -5.170215E+07  -1.455004E+07
   1.340000E+02   6.178618E+06   1.146015E+06  -1.095535E+03   8.549626E+03   6.284002E+06   8.619530E+03   3.714815E+07  -5.169820E+07  -1.455005E+07
   1.350000E+02   6.177518E+06   1.154564E+06  -1.103622E+03   8.548120E+03   6.284485E+06   8.619068E+03   3.714417E+07  -5.169422E+07  -1.455005E+07
   1.360000E+02   6.176411E+06   1.163111E+06  -1.111706E+03   8.546604E+03   6.284972E+06   8.618604E+03   3.714016E+07  -5.169021E+07  -1.455005E+07
   1.370000E+02   6.175296E+06   1.171657E+06  -1.119787E+03   8.545076E+03   6.285464E+06   8.618135E+03   3.713612E+07  -5.168617E+07  -1.455005E+07
   1.380000E+02   6.174172E+06   1.180202E+06  -1.127864E+03   8.543538E+03   6.285958E+06   8.617663E+03   3.713206E+07  -5.168211E+07  -1.455005E+07
   1.390000E+02   6.173040E+06   1.188744E+06  -1.135938E+03   8.541989E+03   6.286456E+06   8.617188E+03   3.712797E+07  -5.167801E+07  -1.455004E+07
   1.400000E+02   6.171900E+06   1.197286E+06  -1.144009E+03   8.540430E+03   6.286958E+06   8.616710E+03   3.712384E+07  -5.167389E+07  -1.455005E+07
   1.410000E+02   6.170752E+06   1.205825E+06  -1.152076E+03   8.538859E+03   6.287462E+06   8.616229E+03   3.711970E+07  -5.166974E+07  -1.455004E+07
   1.420000E+02   6.169596E+06   1.214363E+06  -1.160139E+03   8.537278E+03   6.287972E+06   8.615744E+03   3.711552E+07  -5.166556E+07  -1.455004E+07
   1.430000E+02   6.168432E+06   1.222900E+06  -1.168199E+03   8.535687E+03   6.288484E+06   8.615256E+03   3.711132E+07  -5.166135E+07  -1.455003E+07
   1.440000E+02   6.167260E+06   1.231435E+06  -1.176256E+03   8.534084E+03   6.289000E+06   8.614765E+03   3.710708E+07  -5.165711E+07  -1.455002E+07
   1.450000E+02   6.166079E+06   1.239968E+06  -1.184309E+03   8.532471E+03   6.289519E+06   8.614271E+03   3.710283E+07  -5.165285E+07  -1.455002E+07
   1.460000E+02   6.164890E+06   1.248500E+06  -1.192359E+03   8.530847E+03   6.290042E+06   8.613771E+03   3.709853E+07  -5.164855E+07  -1.455002E+07
   1.470000E+02   6.163694E+06   1.257030E+06  -1.200405E+03   8.529212E+03   6.290568E+06   8.613271E+03   3.709422E+07  -5.164423E+07  -1.455001E+07
   1.480000E+02   6.162490E+06   1.265558E+06  -1.208447E+03   8.527566E+03   6.291098E+06   8.612766E+03   3.708986E+07  -5.163988E+07  -1.455002E+07
   1.490000E+02   6.161277E+06   1.274085E+06  -1.216486E+03   8.525910E+03   6.291632E+06   8.612258E+03   3.708549E+07  -5.163550E+07  -1.455001E+07
   1.500000E+02   6.160056E+06   1.282610E+06  -1.224521E+03   8.524243E+03   6.292168E+06   8.611746E+03   3.708108E+07  -5.163110E+07  -1.455001E+07
   1.510000E+02   6.158828E+06   1.291133E+06  -1.232553E+03   8.522565E+03   6.292709E+06   8.611231E+03   3.707665E+07  -5.162666E+07  -1.455001E+07
   1.520000E+02   6.157592E+06   1.299655E+06  -1.240580E+03   8.520877E+03   6.293253E+06   8.610713E+03   3.707219E+07  -5.162220E+07  -1.455001E+07
   1.530000E+02   6.156347E+06   1.308175E+06  -1.248604E+03   8.519178E+03   6.293801E+06   8.610192E+03   3.706771E+07  -5.161770E+07  -1.455000E+07
   1.540000E+02   6.155094E+06   1.316693E+06  -1.256625E+03   8.517468E+03   6.294352E+06   8.609667E+03   3.706318E+07  -5.161318E+07  -1.455000E+07
   1.550000E+02   6.153834E+06   1.325210E+06  -1.264641E+03   8.515747E+03   6.294907E+06   8.609139E+03   3.705864E+07  -5.160864E+07  -1.455000E+07
   1.560000E+02   6.152566E+06   1.333725E+06  -1.272654E+03   8.514016E+03   6.295466E+06   8.608606E+03   3.705405E+07  -5.160406E+07  -1.455000E+07
   1.570000E+02   6.151289E+06   1.342238E+06  -1.280663E+03   8.512273E+03   6.296027E+06   8.608071E+03   3.704944E+07  -5.159946E+07  -1.455001E+07
   1.580000E+02   6.150004E+06   1.350749E+06  -1.288669E+03   8.510521E+03   6.296592E+06   8.607533E+03   3.704481E+07  -5.159482E+07  -1.455001E+07
   1.590000E+02   6.148712E+06   1.359259E+06  -1.296670E+03   8.508758E+03   6.297162E+06   8.606992E+03   3.704016E+07  -5.159016E+07  -1.455000E+07
   1.600000E+02   6.147412E+06   1.367767E+06  -1.304667E+03   8.506984E+03   6.297734E+06   8.606448E+03   3.703548E+07  -5.158547E+07  -1.454999E+07
   1.610000E+02   6.146103E+06   1.376273E+06  -1.312661E+03   8.505200E+03   6.298310E+06   8.605899E+03   3.703075E+07  -5.158075E+07  -1.455000E+07
   1.620000E+02   6.144786E+06   1.384777E+06  -1.320651E+03   8.503405E+03   6.298890E+06   8.605349E+03   3.702601E+07  -5.157600E+07  -1.454999E+07
   1.630000E+02   6.143462E+06   1.393280E+06  -1.328637E+03   8.501600E+03   6.299472E+06   8.604793E+03   3.702123E+07  -5.157123E+07  -1.455000E+07
   1.640000E+02   6.142130E+06   1.401780E+06  -1.336619E+03   8.499783E+03   6.300059E+06   8.604235E+03   3.701643E+07  -5.156643E+07  -1.455000E+07
   1.650000E+02   6.140789E+06   1.410279E+06  -1.344596E+03   8.497957E+03   6.300649E+06   8.603674E+03   3.701160E+07  -5.156160E+07  -1.455000E+07
